,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
139,"Mua 2 chai nước, nhưng ko đc đem vào sân phải để ngoài,dân mình hiền mà có gấu như mấy sân ngoài bắc đâu 😆",4,0,0,0,0,0
140,Pizza là món ăn ưa thích của gia đình mình. Đặc biệt pizza hải sản ở đây rất ngon. Mọi người cứ tụe tin thưởng thức nha,0,0,0,4,0,0
141,"Không gian quán khá nhỏ , và hơi nóng nực một tẹo , khói đồ ăn hay ám vào cả người lẫn quần áo .Nhưng đồ ăn ở đây thì miễn bàn , siêu ngon nhé . Giá cả hợp lí, đi đông chia ra mỗi người không hết là bao. Mình thích kiểu nướng ngói vì thức ăn sẽ không bị cháy đen do than. Mỗi lần tới quán là gọi thịt bò nướng, sườn heo nướng với cả đâu bắp, ăn ngon dã man luôn. Lẩu hải sản ở đây rẻ mà nhiều lắm , ăn ba đứa một cái lẩu mà không hết ây",0,0,0,5,0,0
142,"Chợ nhỏ dành cho người dân bản xứ. Chợ bán đủ loại rau, củ, thịt, cá, hải sản...",0,0,0,0,0,5
143,Thấy trên foody. Kím mãi mới ra được quán. Đường nhỏ hơi khó tìm. Phải dùng maps hiuhiu. Hỏi thăm mấy cô chú cũng k ai biết. Dùng maps mới thấy là gần chu văn an. Đoạn chỗ hà huy tập. Nhưng mà vào quán hài lòng lắm luôn ý. Quán dễ thương. Anh chị chủ thân thiện vui tính. Nhân viên xinh. Đồ ăn hấp dẫn. Nói chung duyệt. Quán mát mẻ. Thích ý.,0,0,0,5,0,0
144,"một trong những rooftop okie nhất mà mình từng đến. Banana Mama có hết tất cả những điều mình tim ở 1 nơi để chill : drinks, music, foods,service etc. Nhưng điều làm cho mình thích nơi đây là chính là nhân viên và không khí của quán. Mọi thứ làm cho mình cảm thấy thoải mái mỗi khi mình đến Banana Mama. Chắc chắn sẽ còn quay lại rất rất nhiều lần. Best team ever ^^",4,0,0,0,0,0
145,"Một địa điểm hay cho các bạn học sinh thăm quan để hiểu sâu hơn giữa lý thuyết và thực tế các môn học
",5,0,0,0,0,0
146,"Anh nhân viên tư vấn không nhiệt tình chút nào hết trơn, giấy tờ thủ tục phức tạp",2,0,0,0,0,0
147,"Phòng khá thoáng, có đầy đủ tiện nghi và rất thoải mái. Vị trí thuận lợi, giá hợp lý, nhân viên thân thiện và nhiệt tình",0,5,0,0,0,0
148,"Sản phẩm ưng ý, người bán có tâm, giá cực kỳ hợp lý nhé!
",0,0,0,0,0,4
149,"Sân bay có thiết kế không gian khá đẹp, khách ít nên mọi tiện nghi điều ổn. Ai tùng đi nhiều sân bay ở Viêt Nam sẽ biết, gần như Sân Bay Phù Cát là đẹp nhất Việt Nam. nó đẹp không phải vì to lớn hay đông đúc, mà nó đẹp bởi khiến trúc rất hiện đại, đẹp mắt, rất nhiều không gian cho việc trang trí. Khác hẳn với sân bay Cam Ranh, cũng là một sân bay tầm cở và mới xây nhưng chả có gì đăc sắc hết, họ sử dụng không gian chủ yếu cho việc quảng cáo và mua bán haiz
",0,0,0,0,3,0
150,"Vị trí tuyệt vời. Mặt bằng rộng rãi. Nhân viên lịch sự và nhiệt tình tuy nhiên giá cả hơi đắt và ít khuyến mãi. Có khu vui chơi rộng rãi nhiều trò cho bé free.
",4,0,0,0,0,0
151,"Rất ưng ý. phòng rộng còn rất mới có tv internet trẻ em rất thích. giường rất rộng nhà mình 2 bạn nhỏ và ba mẹ ngủ khá ok, nhân viên thân thiện.",0,5,0,0,0,0
152,"Xe máy mới, tốt, chạy rất ổn, không gặp bất kì trục trặc gì Anh Tính chủ xe thân thiện vui vẻ, giao nhận xe tận nơi, ngoài ra còn có dịch vụ đưa rước sân bay.",0,0,0,0,4,0
153,"nhân viên rất dễ thương. hướng dẫn rất nhiệt tình, thoải mái tận tình, hệ thống xe cho thuê đều là xe mới rất tiết kiệm xăng,...",0,0,0,0,4,0
154,Tuy không sang trọng như xe cao cấp nhưng đầy đủ tiện nghi. Phòng rộng thoải mái nằm. Các nhân viên đều rất chu đáo với khách hàng. Dù mình xuống bến không có trong điểm ,0,0,0,0,4,0
155,"Dự là ghé bên Gia Vỹ cơ nhưng xem địa chỉ cứ nhớ mỗi địa chỉ ko nhớ tên quán. Mà tới nơi 2 quán Gia Vỹ lẫn Anh Vũ cùng 1 địa chỉ. Đang hoang mang tính bật đt xem tên quán anh gửi xe bên Anh Vũ niềm nở quá, kéo vô Anh Vũ luôn nên thôi vào luôn rồi hôm sau thử Gia Vỹ sau hihi. Không gian quán rộng rãi, thoải mái. Quán có bánh xèo tôm, mực và bò. Vỏ bánh giòn rụm cơ mà hơi dầu. Nước mắm chấm cũng ok. Món này vì khá dầu mỡ nên cuốn với rau sẽ bớt ngấy đi á. Rau rửa thấy cũng sạch sẽ nè. 1 cái bánh có tầm chục con tôm tươi.",0,0,0,5,0,0
156,"Cơm ở đây khá là ngon. Thịt gà ướp cũng thấm, ăn rất vừa miệng. Cơm gà chiên mắm 30k như vậy ăn vừa đủ mà giá cũng không quá cao.",0,0,0,5,0,0
157,"ok, mình có dịp ra thành phố biển và thuê xe ở đây và cảm thấy dịch vụ tốt, giá vừa phải không bị hack như những chỗ khác và xe cũng ok. Xe lại nếu có dịp xuống chơi. Giống",0,0,0,0,5,0
158,"Xe máy việc khỏe, rẻ ông chủ thì thân thiện khỏi nói luôn, còn nhiệt tình giúp mình đặt taxi giá rẻ đi sân bay nữa chứ!! Duyệt 😙😙",0,0,0,0,4,0
159,"Sạch sẽ, nhân viên nhiệt tình, thân thiện",0,4,0,0,0,0
160,"Lần đầu đi xe An Phú chặng đường từ Quy Nhơn đến Khánh Hoà thấy xe phục vụ chu đáo. Ngoài nước uống thì mỗi người còn được phục vụ một hộp sữa đậu nành. Xe giường nằm êm, gối cũng êm luôn, nhà xe còn cẩn thận treo thêm ở mỗi giường một cái giỏ nhỏ để đựng chai nước uống tránh rớt. Lái xe chạy an toàn, không phóng nhanh vượt ẩu. Dù lúc đi xe trống rất nhiều chỗ những xe chỉ đón những khách đã đặt xe trước, không đón khách ngoài (với số tiền bỏ ra cho tuyến đường như vậy thì thấy rất tốt)",0,0,0,0,5,0
161,"Xe của hãng taxi này rất nhiều ở Sài Gòn, Tài xế rất nice những một số cũng không được nice lắm. nhưng vì số lượng xe nhiều nên rất là tiện.",0,0,0,0,2,0
162,"Nhà hàng xinh xắn, đồ ăn ngon với giá cả hợp lý",0,0,4,4,0,0
163,"Ban đầu mình nhận phòng nhưng k ưng ý vì chỗ vòi nước ở bồn tắm bị hư và sau đó nhân viên đã lên sửa, lúc ấy bạn mình nói muốn đổi phòng khác và lễ tân đã hỗ trợ mình đổi phòng khác rộng hơn chỉ tiếc là k có bồn tắm, nhưng vẫn rất perfect",0,4,0,0,0,0
164,ần đầu tiên mình đến ăn và bị 3 ô bác bảo vệ xua đuổi bảo là hết bàn. Sau đó mình vẫn vào và bảo chủ quán e có đặt trước thì mới được vào. sau đó lúc ăn xong ra lấy xe thì bác bảo vệ vui tính bảo xin 5 ngàn đồng. Khu vực để xe này 5 ngàn đồng. Bún chả cũng tạm được. Nước chấm ko ngon bằng bún chả đắc kim hàng mành. Never comeback again.,1,0,0,3,0,0
165,Vị trí thuận lợi. nhân viên nhiệt tình hỗ trợ khách hàng,0,4,0,0,0,0
166,"Đây là lần thứ 2 mình quay lại quán này. Quá thật rất thất vọng, lần thứ 1 mình vào quán là hồi Tết, quán làm đồ uống và bánh cũng được. Còn bây giờ, mình rủ bạn vào quán uống lại, view thì vẫn như hồi Tết, nói chung cũng được nhưng quả thật nước dở quá xá luôn. Bạn mình đứa nào cũng chê cả, phần kem quá ngọt, ăn nó bột bột sao á, phần nước thì dở tệ. Nhân viên phục vụ thân thiện. Vì đồ uống dở mà giá cả thật sự quá cao so với mặt bằng Quy Nhơn nên chắc chắn không có lần quay lại nữa đâu.",0,0,0,1,0,0
167,"Đã hết cách ly xã hội; mọi người, mọi việc đã hoạt động bình thường, mà nhân viên bảo vệ Siêu thị chặn khách hàng không cho vào với lý do ko có khẩu trang! Việc làm này liệu có quá mức cần thiết? Hôm nay lần đầu đến đây! Phải để vợ con vào còn mình ra quán nước vỉa hè ngồi chờ! Lần đầu và cũng là lần cuối mình đến đây!
",0,0,0,0,0,2
168,"Sau 11 ngày xuyên Việt, chúng tôi đã thử món phở được đề xuất này. Tôi đã ăn súp ngon hơn nhiều ở Việt Nam và nhân viên ở các nhà hàng khác thân thiện hơn nhiều. Các nhân viên thân thiện như ở hầu hết các thành phố phương Tây. Đánh giá quá mức.",0,0,0,3,0,0
169,"Xếp phòng không đúng booking, tôi phải yêu cầu lại đến 2 lần mới tìm phòng như booking. Cảm thấy bớt vui cho chuyến đi này. hi vọng Ksan cải thiện điều này để khách có chuyến đi vui vẻ trọn vẹn. cảm ơn",0,1,0,0,0,0
170,"Dịch vụ quá bèo.ViP chỉ matxa thông thường. Ngoài ra giá cả thì cần gì tính giá trên trời. Quản lý phục vụ quá nghiệp dư. Tốn tiền vô ích. Đào quá tệ
",1,0,0,0,0,0
171,"Giá cả rất hợp lý, chỉ cao hơn một chút so với mức giá tương đương của Grab, nhưng họ chắc chắn đã bù đắp cho sự khác
 biệt trong dịch vụ được cung cấp.",0,0,0,0,4,0
172,"Mình vô tình ghé qua quán, không kỳ vọng nhiều vì lối lên không quá fancy nhưng thực sự lúc vô quán bị bất ngờ bởi không gian rooftop từ tầng 10 rất thoáng, và view toàn thành phố cực đỉnh.",4,0,0,0,0,0
173,"Tiếng sập cửa khá to, Khách sạn nên có khuyến nghị khách nhẹ tay khi sập cửa. Phòng gym quá nghèo nàn.",0,1,0,0,0,0
174,"Một số khách ăn uống xong bầy vỏ hướng dương và hạt dưa tại phòng gym, khách sạn nên gắn quy định để khách biết ý bỏ rác vào thùng.",0,3,0,0,0,0
175,"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤
",1,0,0,0,0,0
176,"Mình cũng xem review mới viết quán này, ở FLC nên đi đâu xa cũng khó, gọi quán hỏi thử, quán cho xe qua đón luôn. Qua quán ai cũng dễ thương, món ăn thì ngon mà trình bày lại đẹp mắt nữa. Lại phải quay lại ăn hết cái menu quá",0,0,0,5,0,0
177,"Nơi này có bầu không khí rất tuyệt, âm nhạc rất đặc biệt với múa bụng hàng ngày.",4,0,0,0,0,0
178,Con trai tôi cũng thực sự thích nó.,0,4,0,0,0,0
179,"Good parking and price! Bãi đậu xe rất rộng rãi, nhà hàng ngay dưới sân rất tiện cho ăn uống nếu ko muốn đi ra ngoài",0,5,5,0,5,0
180,"Xe đẹp, Lái xe nhiệt tình, vui vẻ. Chuyến đi Sa Pa, Hà Giang cùng dịch vụ thuê xe Du Lịch Hà Nội thành công tốt đẹp. Cảm ơn Bác tài và công ty rất tuyệt vời.
",0,0,0,0,5,0
181,"Vô tình được chủ khách sạn giới thiệu về ốc ở đường ngọc hân công chúa khi tới nơi thì quá nhiều quán nên vợ chồng mình quyết định quán nào đông nhất thì vào, ốc ở này người ta gọi là ốc chỉ thích ăn gì chỉ nấy chứ không phải chế biến như ở hà nội mình . Ốc ăn cũng ngon 20k / phần . Hàu nướng thì 5k nướng mỡ hành ngon lắm các bác à 1 mình tôi chén tới 20 con hàu . Haha nói tóm lại ở đây 4 hôm là ghé hết quán này có món cá bò gì đo ăn ngon lắm các bác còn tôm hùm nướng phô mai như hình chụp là 100k 1con ngon tươi 10d cho quán . Vì sự nhiệt tình của quán giành cho vợ chồng mình nên quyết định review cho quán .",0,0,0,5,0,0
182,"Nằm trên bãi biển chính, thực sự trên cát. Giá cả cao hơn một chút so với những nơi khác trong thành phố Quy bào -
 nhưng Địa điểm Vị trí Địa điểm! Không khí tốt. Nơi này có rất nhiều du khách Việt Nam.",4,0,0,0,0,0
183,"Chuyến xe T21 chạy Nhơn Hải có nhân viên lấy vé tên Vân vô cùng mất lịch sự và thái độ không tốt đối với hành khách, nhất là học sinh. Cô ta la mắng, ghét bỏ và có hành vi chiếm ghế học sinh rất nhiều lần, phải nói là lần nào cũng vậy và không có thái độ hối cãi. Chèn ép gây áp lực cho các em học sinh đây là hành vi không thể nào chấp nhận được. Mong xí nghiệp sẽ chấn chỉnh và giải quyết hợp lý. Xin cảm ơn!
",0,0,0,0,2,0
184,"Tưởng không ngon mà ngon không tưởng. Mình không thực sự ấn tượng với bánh xèo tôm nhảy Quy Nhơn. Nhưng ăn bánh xèo ở đây đỉnh của chóp. Đồ tươi, nêm nếm ngon, nước chấm cũng xuất sắc. Giá cả ở mức hợp lý. Chắc chắn sẽ quay lại quán khi có dịp ghé Quy Nhơn lần nữa.
",0,0,0,5,0,0
185,"Cảm ơn các bạn đã chuẩn bị cho mình một chiếc xe rất tốt trong suốt hành trình của mình tại Quy Nhơn và cảm ơn cả anh nhân viên rất nhiệt tình tư vấn cho mình các điểm ăn uống khá ngon, lần sau đến mình lại ghé nhé!",0,0,0,0,5,0
186,Phòng 'AC là trung tâm nên rất nóng khi mới vào phòng. AC mất nhiều thời gian để hạ nhiệt. Ngoài ra cửa phòng vệ sinh khó ra vào vì phòng vệ sinh nhỏ.,0,3,0,0,0,0
187,Bãi xe sâu phía bên dưới quá an toàn.,0,0,0,0,4,0
188,"Quán có không gian bắt mắt và đông khách nhất là cuối tuần... thích hợp cho mọi lứa tuổi đặc biệt là các cuộc họp mặt gia đình và bạn bè... nước uống cũng đc, giá bán cũng đc so với view quán ntn... quán không khi nào vắng khách cả... đây là lần thứ 2 mình ghé quán nhưng vẫn thấy đc cách phục vụ rất chuyên nghiệp và ân cần của nhân viên đối với khách hàng của mình... có phong cách đặc biệt và đơn giản nên thu hút đc nhiều khách trong và ngoài thành phố đến nghỉ ngơi và thư giãn",0,0,0,5,0,0
189,"Nhân viên nhiệt tình, gửi xe rồi đi thang bộ lên tế trời, tháp và đền thờ
",4,0,0,0,0,0
190,"Bingo's signature thì mềm mịn, nhiều topping, nhìn thích mắt lắm, ăn không bị ngấy. Ở bingo có máy lạnh nữa, nên mùa hè mà vô đây tránh nóng nắng thì tuyệt cú mèo. Không gian yên tĩnh nên có thể học bài được nha ^^",0,0,0,5,0,0
191,"Một quán trà sữa nhỏ nhỏ xinh xinh view khá zễ thương, đặc biết nó gần trường Đại Học nên khá là đông nhé. Quán khá đa dạng về món, với giá cũng hợp lý vs sinh viên nè, thấy trà sữa cũng ngon cũng bình thường như mấy quán ngon khác hoy nhưng đc cái gần sinh viên <3. Quán phục vụ khá vui vẽ, nói chuyện vui, có mấy bạn nữ ohucj vụ zễ thương nè :))). Tóm lại quán khá ok nhé, quán hơi đông nên mình nên đi sớm sớm xíu kẻo hết chổ nhé :)). có dịp mình sẽ ghé lại.",0,0,0,5,0,0
192,Xe đi qua khúc đỗ xăng một lúc thì quay lại để đổ xăng làm tốn thời gian. Còn dừng đi vệ sinh lúc 1h30 sáng ở bãi đất trống,0,0,0,0,2,0
193,"Resort nằm ngay khu Ghềnh Ráng của thành phố Quy Nhơn xinh đẹp đây hehe. Thích nhất view ngắm biển, sáng có thể ngắm bình minh miễn phí. Mình đi chung với gia đình, nên quyết định chọn resort này để cả nhà cùng nghỉ dưỡng thật thoải mái. Ở đây có nhiều dịch vụ hạng sang chất lượng để tha hồ chọn nhé. Món ăn của nhà hàng ở đây cũng rất ngon. Xung quanh cây cối nhiều mang lại một không gian xanh mướt luôn. Gia đình mình nghỉ dưỡng ở đây ai cũng thích. Giá khá cao, tầm 3 triệu đến 5 triệu. Nhưng đổi lại là những điều rất đáng để trải nghiệm. Resort cách sân bay Phù Cát tầm 35Km, xuống sân bay đi taxi vào là tiện nhất!",5,5,0,0,0,0
194,"Tôi đều ghé Kim Đình mỗi lần đến Qui Nhơn. Nằm ở vị trí đắc địa, đường Nguyễn Huệ, trước mặt là công viên rộng với cây xanh cao vút quanh năm rì rào gió biển. Quán có thực đơn khá phong phú: chè, sinh tố và cả bánh bèo phong cách Quy Nhơn. Ngon, mát mẻ, giá bình dân là đặc điểm của Kim Đình.",0,0,5,5,0,0
195,"Núi nằm liền kề QL 1D đoạn đường biển đẹp Qui Nhơn. Lên tới đỉnh Rada nhìn toàn cảnh thành phố biển Qui Nhơn rất đẹp.
",5,0,0,0,0,0
196,"Không gian khá bình dân nhưng thoáng mát, sát cạnh Eo Gió thuận tiện vừa kết hợp thăm quan và ăn uống, tuy không gian không quá sang trọng nhưng chất lượng hải sản rất ok, giá hợp lý",5,0,0,5,0,0
197,"Đẹp, đi lại thuận tiện.. được cái WC ở phòng chờ view tuyệt vời ông mặt trời 🤣🤣🤣",0,0,0,0,4,0
198,"Hơi tệ, nhân viên nhiệt tình nhưng có lần ko biết giá nước, phim gắn 16+ thì tại sao lại có những đứa u10 vào ồn ào, mất trật tự.",2,0,0,0,0,0
199,"Là một quán nhậu, với cách nấu và bài trí bình thường, tôi đã làm birtbday cho con gái ở đây, được nhà hàng trang trí và có 2 chú gấu đón tiệc rất dễ thương, tôi thích nhất món cá chình nướng muối ớt của nhà hàng",0,0,0,3,0,0
200,"Xe thuê 100k/ngày. Xe mới, không phát sinh phí. Ông chủ nhiệt tình. Like.",0,0,0,0,4,0
201,"Mình đi 4 người gọi phần 4 người thì quán mang ra 1 phần như ảnh. Tất nhiên dĩa rau như vậy sẽ khôg bao giờ đủ cho 4 người. Mình ăn hết rau và xin thêm dĩa nữa, lúc sau tiếp tục xin thêm 1 dĩa rau và bánh tráng cuốn. Sẽ không có chuyện gì nếu như lúc tính tiền quán bảo xin 2 lần rau và 1 lần bánh tráng nên tính thêm tiền 10k 😅😅😅😅😅. Nói chung 10k cũng ko là vấn đề nhưng vấn đề ở đây là ở Quy Nhơn ăn thêm rau cũng tính tiền hả mng ơi ?? Điều này ko hề xảy ra ở địa phương mình (Đà Nẵng) nên đây là một sự bỡ ngỡ ko hề nhẹ :)))) mng đi du lịch ăn quán này nhớ hỏi trước khi ăn nhé ạ !!",0,0,0,2,0,0
202,"Sân bay Quy Nhơn không dùng vào mục đích như tên gọi từ khoảng năm 1995-2000 trở đi rồi, thời đó mình chưa tới 10 tuổi, giữa Lê Duẩn và Diên Hồng là các bãi đất trống, vị trí đậu máy bay trực thăng ở ngay Ngân hàng VIetcombank bây giờ, mỗi lần có máy bay đáp là mấy đứa nhỏ từ khắp xóm xung quanh, từ các con hẻm chạy ùa ra để xem, cánh quạt máy bay trực thăng gần đụng vào vị trí đứng xem của lũ nhóc bọn mình. Quy Nhơn ngày ấy đất rộng, bình yên, không bao giờ gọi là TP du lịch như bây giờ. Sau năm 2000 thì bắt đầu quy hoạch xây dựng ngân hàng ở khu này, mình đá banh từ năm 2000 đến năm 2008 đến lúc học ĐH thì bãi đất ở Vietcombank là bãi đất cuối cùng còn xót lại đã được xây lên, riêng vị trí công viên bãi cỏ cột cờ như bây giờ từ khi không dùng làm sân bay thì nổi lên là điểm thả diều vào dịp hè, thời gian gần đây tỉnh nhà phát triển du lịch, ốp đá, tạo không gian đi bộ văn minh và sạch đẹp, tuy nhiên vẫn còn nhiều người không ý thức vứt rác bừa bãi, chỉ có đi tuần tra, bắt xử phạt mới nâng cao ý thức được thôi, còn cứ bỏ đó thì vẫn cứ xả bừa bãi.",3,0,0,0,0,0
203,Nhân viên làm thủ tục nhận phòng muốn thu thêm tiền trẻ em 12 tuổi. Trong khi trên boking đã ghi rõ số lượng người lưu trú và tuổi các cháu.,0,1,0,0,0,0
204,Ks 4* ăn sáng quá nghèo làn. Ở 3 ngày mà cả 3 ngày cũng chỉ có vài món giống y nhau ko khác. Cửa ko cách âm. Nói chuyện ở hành lang là trong phòng nghe hết.,0,1,0,1,0,0
205,"Ban đầu định thuê oto nhưng hỏi ra thấy chi phí cao mà trong nhóm lại có mấy bạn bị say xe không đi được nên nhóm quyết định chuyển qua thuê xe máy. Hỏi bên khách sạn thì khách sạn giới thiệu gọi cho dịch vụ cho thuê xe máy quy nhơn 27a Hoàng Hoa Thám. Mình nghe nói đây là địa điểm cho thuê xe máy số 1 ở đây, lúc đầu cũng hơi ngờ vực nhưng khi bạn chủ cho người mang xe đến thì nhóm mình quá ư à hài lòng luôn.
",0,0,0,0,5,0
206,Chả giò không ngon và khá nhiều dầu mỡ. Phở rất ngon và đồ uống rẻ.,0,0,0,3,0,0
207,"Chả hiểu cái mạng tại BigC sao mà quẹt PC covid k thèm ra mã luôn, mọi thứ còn lại khi đi siêu thị tạm ổn, ah, mình muốn mua lẻ chuối thì k bán lẻ như coopmart (1 nải nhiều quá mình ăn k hết lại hư uổng)
",0,0,0,0,0,3
208,"50k vé vào cổng và .... chỉ có tham quan. Khu vực rất rộng và rỗng, không có quá nhiều hoạt động vui chơi hay thăm thú, ít trò chơi, ít khu ngắm cảnh, ít chỗ chụp hình. Vé chơi trò chơi cũng khá mắc.
Cảm nhận chung nếu đi teambuiding mua vé trọn gói trò chơi thì chắc sẽ đỡ chán hơn. Còn tham quan, ngắm cảnh, mong chờ giống Đầm Sen hay Suối Tiên thì ... thôiiii.",4,0,0,0,0,0
209,"Vợ chồng tôi vừa thuê xe 5 ngày ở đây. Xe rất mới, sạch sẽ, các bạn giao xe rất ân cần và nhiệt tình. Giá cả phải chăng, lần sau nếu có trở lại Quy Nhơn nhất định tôi cũng sẽ gọi các bạn để thuê xe máy",0,0,0,0,4,0
210,"Mình mới tới Quy Nhơn lần đầu, được anh hướng dẫn viên giới thiệu quán cafe này. Quán nằm đối diện quảng trường, bên bờ biển, không gian rất rộng với 2 không gian riêng biệt, ngoài trời và phòng máy lạnh, mình đi buổi tối nên ngồi ngoài trời, mát lạnh luôn. Buổi tối đèn lung linh nhìn không gian lãng mạng, tối chủ nhật nên có hát aucostic nữa. Nhân viên quán khá nhanh nhẹn và thân thiện. Mình uống sữa chua việt quốc, 45k, giá khá hợp lí, vị vừa miệng.",0,0,0,5,0,0
211,Vừa bị lừa từ một chiếc taxi đã đổi 500000 của tôi thành 20000 đừng nhảy lên một chiếc taxi từ phố vui. Tổng cướp. Một chiếc taxi 2 chỉ tốn 22,1,0,0,0,1,0
212,Các nhân viên là rất thân thiện và nói tiếng Anh tốt (một cái gì đó bạn không nhìn thấy trong lĩnh vực này) và chủ sở hữu thực sự hữu ích nếu bạn có bất kỳ câu hỏi nào. Đặt hàng Pizza Diavola và ức gà giòn! Hứa với bạn một bữa ăn rất ngon.,0,0,0,5,0,0
213,"Âm thanh quá dỡ, nhân viên phục vụ không chuyên nghiệp
",2,0,0,0,0,0
214,"Rất tốt !!!! Xe ngon, rẻ, chủ vs nhân viên rất nhiệt tình.",0,0,0,0,5,0
215,"Đã là tín đồ trà sữa thì không nên bỏ qua địa điểm này . Bobapop trà sữa nhìu loại với giá cả vừa phải ! Bao bì phải nói là cực cool, rất đẹp. Lúc oder thì nhân viên tư vấn tận tình và phục vụ cũng rất thân thiện ! Còn không gian thì khỏi phải chê phù hợp để tụ tập ôn bài hoặc hộp nhóm là quá chuẩn lun ! Quand thưingf xuyên có các chương trình khuyến mãi, hãy chớp lấy cơ hội và tận hưởng nè . Các bạn cũng hãy đến thử nhé !!!",0,0,0,5,0,0
216,"Mình mới đi hòn khô về và đã ở khách nì, khách sạn thuộc dạng mới khai trương nên rất sạch sẽ thoáng mát, không gian cũng rất ổn, đặc biệt view biển max đẹp luôn. Ngắm hoàng hôn, bình minh chi cũng không thể chê vào đâu được.
Đồ ăn ở đây toàn hải sản tươi sống, xún biển bắt lên tươi roi rói nhảy đành đạch luôn à. Nếu bạn đâng có dư định đi hòn khô thì Nhơn Hải là một lựa chọn đáng để tham khảo đó nha!",0,5,0,0,0,0
217,"Mình chưa thuê xe bên nào uy tín như bên này,anh chủ rất dễ mến nhân viên rất nhiệt tình,lần sau vào Quy Nhơn nhất định sẽ tiếp tục ủng hộ, rất tuyệt vời",0,0,0,0,5,0
218,"Vợ chồng mình lần đầu tiên sử dụng xe tại Quy Nhơn. Nhờ có chiếc xe mà tha hồ chạy khắp nơi. Mà vui hơn là anh Trưởng cho thuê xe rất nhiệt tình. Tất cả chỗ chơi, tham quan, ăn uống... anh ấy đều cho thông tin   . Hẹn gặp lại anh vào ngày ko xa nhé!
",0,0,0,0,5,0
219,"minh chua thuê xe bên nào uy tín như bên này,anh chủ rất dễ mến nhân viên rất nhiệt tình,lần sau vào đà nẵng sẽ ủng hộ nhiều,rất tuyệt vời",0,0,0,0,5,0
220,Hỗ trợ nhiệt tình trong thời gian lưu trú. Chuyến bay bị delay khách sạn vẫn tạo điều kiện cho ở mà ko thêm phụ phí. Chất lượng cơ sở vật chất ở mức tốt.,0,5,0,0,0,0
221,"Quán có vị trí khá dễ tìm, kiểu phong cách hơi tây tây. Bước vào quán nhân viên chào hỏi nhiệt tình. Quán có khá nhiều không gian nhưng mỗi không gian hơi nhỏ. Quán này nổi tiếng nhờ cái view hành lang nhìn ra bên ngoài ( nơi sống ảo xuất sắc ). Được thêm cách trang trí cũng xinh xinh, mình thích nhất là mấy cái bàn ở đâu, ốp gạch lên nhìn hoài cổ . Nhưng điểm trừ to đùng là đồ uống , quá tệ, kêu ly capuchino mình nhìn thôi chứ uống k nổi. Chấm 7 điểm cho quán",0,0,0,4,0,0
222,"anh lễ tân dễ thương, phòng sạch sẽ, gần trung tâm, giá tốt nói chung là rất đáng trải nghiệm.",0,4,0,0,0,0
223,"Hôm nay gia đình tôi đến nghĩ dưỡng FLC, cạnh đó có vài nhà hàng tuy nhiên sau nhiều vòng xe tham khảo tôi đã ghé đến nhà hàng bảo nam. Nhà hàng thoáng mát có sân vường rộng rãi Có hồ hải sản lớn tùy mình lựa chọn hải sản tươi sống Mình thấy nhân viên phục vụ thiệt tình chu đáo Đồ ăn thì củng vừa miện, giá thì củng hợp túi tiền bình dân Đánh giá nhà hàng 3* rất hài lòng",0,0,5,5,0,0
224,"Phòng sạch sẽ, view biển siêu đẹp, đi bộ 2p là ra tới biển , có dọn phòng hằng ngày, nhân viên vui vẻ thân thiện",0,4,0,0,0,0
225,View đẹp. Dịch vụ tốt. Phòng rất sạch và rộng. Vị trí thuận lợi. Giá cả hợp lý. Ks vẫn hoàn tiền cho khách khi khách ko ở qua đêm dù khách đã thanh toán tiền rồi. Rất đáng trải nghiệm,0,4,0,0,0,0
226,"15-20k mà bao gồm chả cá chiên, hấp ( chả quết với tai heo ăn lạ miệng lắm luôn, )trứng cút, cá dầm, hành phi nhà làm, thêm lớp hẹ thơm nồng tròn vị , đặc biệt ớt siêu cay nên các bạn cứ thêm vào từ từ nhé",0,0,0,5,0,0
227,"Dịch vụ rất ok ạ, sẽ ủng hộ lần sau ạ",0,0,0,0,5,0
228,"Cơm gà ở đây rất ngon, suất đầy đặn, Giá cả hợp lý (45k một xuất cơm gà xối mỡ). Cơm nấu trộn nghệ, đẹp mắt và ngon miệng. Rau thì tươi và sạch. Quán sạch sẽ, nhân viên phục vụ tốt,",0,0,0,5,0,0
229,"Đây là quán kem tự chọn nà, thích ăn kem gì lấy kem này rồi đem ra cân, chả biết tính tiền bao nhiêu 1gr nữa.. Nhưng mà kem cũng không có được ngon lắm đâu, được cái là có nhiều topping... Ăn ở trong sài gòn ngon hơn nè. Ở đây có bán thẻ m bánh nữa, kì ghẻ, tiệm kem mà có bán bánh, bởi vậy nên đánh cũng không ngon luôn. Giá thì cũng bình thường thôi à. Quán thì sạch sẽ, đẹp đã, sống ảo tốt nè. Nhấn viên thì mình không thích lắm, kiểu như nhòn vô là không có cảm tình rồi. Vô tình ghé vô ăn thôi, không có ấn tượng gì quán này..hihi",0,0,0,3,0,0
