,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
168,"Nơi này là 1 điểm nên chọn khi đi dã ngoại. Nhóm mình đặt trước nên chọn được chòi hướng biển đúng hướng gió rất mát, giá thuê 600k/chòi to. Đến đây thì nên đem theo đồ ăn, đồ uống cho vệ sinh, nếu thiếu có thể gọi thêm đồ ăn ở quán. ",4,0,0,0,0,0
169,"Bãi biển đẹp, hoang vu, dịch vụ tương đối rẻ, có thể lặn để ngắm cảnh dưới biển.",4,0,0,0,0,0
170,Thái độ phục vụ của lái xe quá kém,0,0,0,0,1,0
171,"Bà Nà hills cần đến sớm để có thể hưởng trọn một ngày tham quan trên vùng đất quanh năm đều có không khí lạnh ngay khi thấy cả mặt trời. Từ khu nhà có kiến trúc châu âu cổ đại với 1 nhà thờ trang nghiêm tráng lệ tới khu vui chơi hiện đại, một bảo tàng tượng sáp với vô số nhân vật nổi tiếng, rồi tới vườn hoa xuống tới hầm rượu...do nằm ở khu vực xã dân cư, thành phố nên chi phí ở đây có vẻ hơi đắt một chút. Nhưng nhìn chung Bà Nà Hiils đáng được để trãi nghiệm. Bạn sẽ không phải hối tiếc về chuyến đi",5,0,0,0,0,0
172,"Ngôi nhà nhỏ, đơn sơ giản dị nhưng là nơi ở cuối đời của Hàn Mặc Tử. Thu phí 5k/ng, quá rẻ nên ko có dv hướng dẫn viên. Một nơi đáng để đến với những ng yêu thích du lịch bằng trải nghiệm bản thân chứ ko phải đi theo kiểu sưu tập.",4,0,0,0,0,0
173,"Rượu Bầu đá nặng thật nhưng đầm dễ uống. Hôm sau không bị đau đầu. Đặt hàng sáng chiều có ngay.
",0,0,0,4,0,0
174,"Giá tạm ổn, thức ăn ngon, nêm nếm vừa ăn theo khẩu vị miền nam. đặc biệt là các món hấp xả.
Thích món ốc hương xào bơ tốp mỡ. Tốp mỡ quán tự làm nên ngon và giòn lắm.
",0,0,0,4,0,0
175,"Biển đẹp, trong, xanh, sạch đặc biệt không bị chiếm bởi các khách sạn như ở các nơi khác. Ngay cả khách sạn mình ở cũng khá tốt và sang trọng tuy nhiên vẫn tắm chung với người dân, có thể với nhiều người điều này là bất tiện nhưng với mình thì đây là điều nên làm.",4,4,0,0,0,0
176,Ngắm bình minh tuyệt vời.,4,0,0,0,0,0
177,Nhà hàng có view nhìn ra cau Thu Thiêm và công viên Bach Dang rất đẹp vào buổi tối,0,0,4,0,0,0
178,"Quán không gian thoáng mát, khu vực mát mẻ. là sự lựa chọn rất tuyệt cho kỳ nghỉ lễ cùng gia đình hay cơ quan. Có đồi sim ngay cạnh quán, dẫn con lên chơi, hái sim thỏa thích. Đồ ăn ngon, hải sản tươi chứ không như mấy nơi, hải sản gì đâu. Cảm ơn quán. lần sau sẽ ghé ủng hộ",0,0,5,5,0,0
179,"Quán đông khách. Tiền nào của nấy. Rẻ, phù hợp cho nhóm bạn trẻ",0,0,3,0,0,0
180,"Chuyên nghiệp, cũng lưu trữ các xe buýt đến và quay trở lại sân bay
",0,0,0,0,5,0
181,"Chỗ này nhìn bên ngoài thì cũng hok có gì đặc biệt nhưng phía trong rất ấn tượng, hồ nước, canh xanh cảnh vật rất thiên nhiên và mát mẻ. Có cả khu tiệc chung và cả khu riêng với từng ô chòi nhỏ, cảm giác tự nhiên thoải mái như ăn ở nhà vậy. Các món ăn cũng rất Việt Nam, giá cũng bình dân từ 60 - 130k/ món. kêu heo rừng nướng da giòn, tôm sốt trứng muối, cá lóc hấp bầu, đậu chiên trứng, xôi nướng giấy bạc. Món ăn thì ngon nhưng phục vụ hơi lâu, ăn xong món này chờ món kia lên hixx. Phục vụ dễ thương thân thiện, cảm giác phong cách của quán là nhậu nhiều hơn ăn nên cứ từ từ làm.",0,0,4,4,0,0
182,Bình thường như bao chợ nhà lồng khác nhưng rất sạch. ,0,0,0,0,0,4
183,Là chợ có rất lâu.Bán hải sản tươi rất ngon,0,0,0,0,0,5
184,"một trong những rooftop okie nhất mà mình từng đến. Banana Mama có hết tất cả những điều mình tim ở 1 nơi để chill : drinks, music, foods,service etc. Nhưng điều làm cho mình thích nơi đây là chính là nhân viên và không khí của quán. Mọi thứ làm cho mình cảm thấy thoải mái mỗi khi mình đến Banana Mama. Chắc chắn sẽ còn quay lại rất rất nhiều lần. Best team ever ^^",0,0,5,0,0,0
185,"Phòng rất đẹp, có hồ bơi trên tầng thượng, dịch vụ cực kỳ tốt, gần trung tâm",0,5,0,0,0,0
186,"Đi tàu cánh ngầm đến Vũng Tàu thật nhẹ nhàng. Tuy nhiên, khi trở về, chúng tôi đi trung bình khoảng 10km một giờ. 
Cơn ác mộng tuyệt đối! Kết quả là tôi đã bỏ lỡ một chuyến bay!",0,0,0,0,1,0
187,"Mình thích cái không khí yên bình, mộc mạc hoang sơ ở Làng chài Nhơn Lý này. Bao nhiêu lần cùng mấy đứa bạn ghé thăm vẫn vậy! Người dân thì thân thiện, thật thà. Nghiện cái món bánh ép trong chợ nữa!
",5,0,0,4,0,0
188,"Nhân viên phục vụ nhiệt tình, khách sạn yên tĩnh và gần bờ biển",0,5,0,0,0,0
189,"Chưa thấy quán nào làm mình rất hài lòng như quán này. Nhân viên order rất dễ thương. Nhân viên phục vụ cực kì siêng năng nhanh nhẹn. Quán decor cũng bình thường dễ thương thôi nhưng các bạn dọn dẹp đâu ra đây. Nhiều quán ko đc như vậy đâu. Có hẳn quầy tự phục vụ gồm khăn giấy, bình trà, ly tách và cả thùng đá để thêm đá cho khách nào có nhu cầu. Mình thấy hầu như mấy bạn làm việc liên tục, sắp xếp lại quầy tự phục vụ, bàn ghế.... nhà vệ sinh cách xa chỗ ngồi uống và khá sạch sẽ. Mình đi vệ sinh nhiều lần cũng ko thấy ngại khi phải đi qua khu vực nhân viên ngồi như quán khác nếu đi nhiều lần haha. Chấm điểm cao cho Pop và ước gì có nhiều tiền để ủng hộ quán dài dài 😂😂",0,0,5,0,0,0
190,"ồ nhà tắm còn thiếu dao cạo râu, không hỗ trợ nhận phòng sớm free",0,2,0,0,0,0
191,Đẹp lắm .Có trò chơi đu dây qua hồ thật thú vị .nói chung rộng lắm nhiều trò chơi thú vị .Đáng để trải nghiệm mà giá vé cực rẻ .💓💓,5,0,0,0,0,0
192,"Quán có nhiều view đẹp, nhất là gần ban công , ban đêm ngồi uống cà phê nhìn thành phố bao đẹp. Phục vụ nhanh nhẹn, nhưng hơi thiếu kiên nhẫn trong việc chờ khách oder, mình đang chọn thì hối , thái độ không tốt. Đồ uống khá ngon, nhất là kem, bạc sĩu kem vị chuẩn. Giá khá hợp lí so với mặt bằng. Quán có nhiều không gian , không gian trong phòng máy lạnh thì hơi ồn, tại quá nhiều bàn trong diện tích nhỏ. Bên ngoài thì bàn để sát sát nhau khó di chuyển.",0,0,4,4,0,0
193,"Quán nằm ở trước cổng Eo Gió, đồ ăn khá ngon, nhân viên thân thiện, nhiều người đi chơi xong ghé quán ăn luôn. Tuy nhiên giá các món ăn thì hơi cao một chút, nước uống tạm được.",0,0,4,3,0,0
194,Sốt cũng bị nhạt và thiếu vị nên ăn ngấy lắm.,0,0,0,2,0,0
195,"Gọi đồ hàng tiếng không bê ra, gọi tính tiền thì kêu ""bếp đang làm"" và không cho thanh toán mà bắt phải lấy hết nhưng vẫn không bê nốt đồ lên. Sau nửa tiếng sau thì món vẫn không lên nổi và nó đành phải trừ chỗ đó vào hoá đơn, mặt sưng lên như cái l trâu. Phục vụ kiểu bố đời, một lần đến tởn đến già!",0,0,1,0,0,0
196,"Các anh chị nhân viên thân thiện, dễ gần, phục vụ tốt và chuyên nghiệp - đồ ăn khá ngon - View đẹp - Có nhiều không gian đa dạng để thưởng thức đồ ăn tại nhà hàng - phong cách châu âu phong phú và ấn tượng",0,0,4,4,0,0
197,"Phòng 501 nhà tắm bị đọng nước cả ngày, không có khoá cửa nhà tắm.",0,2,0,0,0,0
198,"Cách đây một năm thì nhà hàng phục vụ không được tốt lắm, nhưng gần đây thì chất lượng cải thiện rõ rệt.",0,0,3,0,0,0
199,"Quán xinh, kiểu vintage. Không gian yên tĩnh. Thích chi nhánh ở NLB hơn HD vì ấm cúng, ko bị loãng. Nước uống ngon. Nhân viên vui vẻ lịch sự. Wifi ổn. Chỉ có 1 điểm là chả hiểu sao lúc đang ngồi tầm 10h khách chưa về mà thấy tắt máy lạnh, nóng nên về luôn :|",0,0,3,4,0,0
200,"Quán ăn rộng rãi, thoáng mát, nhân viên phục vụ tận tình, thức ăn ngon miệng, giá cả hợp lý. Ok luôn",0,0,5,5,0,0
201,"Quán nằm trên đường trần độc rất dễ tìm, view quán rất thoáng mát, trang trí đẹp.Quán khá đông đặc biệt vào buổi tối, trà sữa ở đây khá ngon, thơm và đặc biệt nhất ở đây là thạch nhà làm, có khá nhiều loại , theo mình thấy thạch ở đây ngon cực kì, mình uống trà sữa ở Quy Nhơn khá nhiều nhưng mình thấy ở đây vẫn ngon nhất. Phục vụ nhanh, nhiệt tình và giá thì rất ok. Phù hợp với học sinh và sinh viên. Sẽ ủng hộ quán dài dài...",0,0,4,5,0,0
202,"Tổng đài viên cãi tay đôi với khách là thấy service quá tệ rồi. Thua xa Mai Linh. Cả gia đình anti luôn vinasun vì có 1 bạn nữ 
tổng đài viên ở tphcm nói chuyện với khách hàng quá mất lịch sự.",0,0,0,0,1,0
203,"Nhà hàng tệ, không bao giờ quay lại, Phải trả thêm phí 200k cho một đĩa đồ ăn chưa động vào trong khi không hề kêu ra thêm. Tẩy chạy nhà hàng làm tiền. Đồ ăn thì dở tệ. Không thể chấp nhận .",0,0,1,1,0,0
204,"Khu du lịch quá vắng vẻ, không có nhiều khách du lịch mặc dù đã vào mùa hè. Kdl Không có gì chơi chỉ có chèo thuyền. Quan điểm cá nhân, không có gì thú vị. Đi từ quy nhơn ra quá xa.",2,0,0,0,0,0
205,"Các bạn có dịp về Quy Nhơn hãy ghé 4Q để thưởng thức hương vị đậm chất biển xen lẫn phong cách Á, Âu. Không chỉ mình mà bạn mình 
người Singgapore cũng gật gù khen ngon. Điểm 9.75 cho 4Q.",0,0,0,5,0,0
206,Tuy không sang trọng như xe cao cấp nhưng đầy đủ tiện nghi. Phòng rộng thoải mái nằm. Các nhân viên đều rất chu đáo với khách hàng. Dù mình xuống bến không có trong điểm đặt nhưng các chú vẫn hỗ trợ. Khi khách xuống xe còn chào khách rất lịch sự.,0,0,0,0,4,0
207,"Phòng đẹp, view đẹp. Nhân viên thân thiệt, nhiệt tình",0,5,0,0,0,0
208,"Mình là 1 người rất thích đồ Thái,nhưng đa phần ko món nào nấu đc vị Thái, Quán decor đẹp nhưg không gian ăn chật và nv phục vụ chậm . Sẽ không quay lại!!",0,0,2,2,0,0
209,"Khu du lịch sinh thái Hầm Hô cách Trung tâm Quy nhơn khoảng 50 Km. Từ Trung tâm Quy nhơn theo Quốc lộ 19 hướng đi về Gia Lai, tới Phú Phong - Tây Sơn, Bình Định Cảnh quẹo trái vào đường mang tên danh tướng Tây Sơn Võ Văn Dũng. Con đường làng uốn lượn qua những cánh đồng xanh mướt xa xa là những rặng núi rất đẹp. Cuối con đường các bạn quẹo phải theo bảng chỉ dẫn là tới được kh du lịch sinh thái Hầm Hô. Hầm Hô có nét đẹp hoang sơ, tự nhiên, phù hợp cho những người yêu thiên nhiên, dã ngoại.",5,0,0,0,0,0
210,"Xe đẹp, Lái xe nhiệt tình, vui vẻ. Chuyến đi Sa Pa, Hà Giang cùng dịch vụ thuê xe Du Lịch Hà Nội thành công tốt đẹp. Cảm ơn Bác tài và công ty rất tuyệt vời.
",0,0,0,0,5,0
211,"Rất tuyệt vời !
Mình ở khách sạn này 2 đêm, đêm đầu xong mình muốn chuyển sang khách sạn cùng tầm giá để có trải nghiệm mới tuy nhiên không thể tìm thấy khách sạn khác tốt hơn nên đêm sau mình quay lại đây thuê thêm 1 đêm với giá còn rẻ hơn đêm đầu tiên.
Chỗ để xe máy rộng rãi, lễ tân lịch sự dễ thương, phòng rộng nhưng không có view rộng, rất sạch sẽ gọn gàng, đầy đủ đồ nhà wc (lược, dao cạo râu, xà phòng, dầu tắm gội,...)đầy đủ máy sấy, móc áo, tủ treo, nệm lò xo xịn nằm rất phê...Điểm trừ là trong nhà wc chỗ tắm không được ngăn với khu khô, khi tắm làm ướt cả sàn nhà wc mất thẩm mỹ.
Chỗ này gần biển nên đi bộ ra tắm biển thoải mái, cũng gần quảng trường nên tối đi dạo mát ăn hàng ăn tối quá gần.
Mình rất hài lòng, xứng đáng 9,5 điểm",0,4,0,0,0,0
212,"Sẽ ủng hộ lâu dài, tuy nhiên còn vài điều cần góp ý với nhà xe: Thời gian dừng ăn cơm quá nhanh Ghi sai điểm đón trên app Máy xe khá ồn",0,0,0,0,2,0
213,"đèn phòng toàn màu vàng nên cảm giác phòng hơi tối, ăn buffer sáng của khách sạn về món ăn thì cũng bình thường nhưng giá thì hơi đắt. thuê xe máy thì khách sạn chỉ tính theo ngày nên đi thêm mấy tiếng cũng tính cả ngày. hơi mắc",0,2,0,2,2,0
214,"Khu vui chơi không quá lớn, sạch sẽ, thoáng mát, nhân viên hơi ít nên chưa chăm sóc tốt các khu trò chơi",3,0,0,0,0,0
215,"Quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất 30k 1 chuyến , không phân biệt bao nhieu người , đồ ăn quán này cũng rất rẻ , ngang những quán khác, được cái là đồ tươi sống, ăn quán này thi khỏi phải bàn cãi về độ tươi của món ăn rồi, toàn là đồ sống, khách nào gọi mới làm , chữ k phải kieu bỏ đông , nhân viên cung thân thiện, được cai quán bán từ sáng đên khuya 1g sáng muon qa ăn cũng có, mà nhà hàng nổi tren biển nên ăn ở đây chụp hình check in cũng thích, nói chung sẽ quay lại.",0,0,5,5,0,0
216,"Một kỉ niệm đáng nhớ của gia đình Bim Bim lúc con còn bé, lâu rồi chưa được quay lại nơi đây, hẹn dịp nào đó cả nhà sẽ quay lại đây với những thành viên mới, ai còn chưa đến đây hãy đến một lần nhé, cảm giác đi cáp treo thật là phiêu, chưa bao giờ có cảm giác phiêu như vậy",4,0,0,0,0,0
217,"Lại tìm ra thêm được 1 quán nhậu hải sản nữa, đặc biệt quán này hải sản bao tươi nhé, khong biết người ta bảo quản như thế nào mà mình đến quán nhậu lúc nào cũng tươi không à. Thấy menu rất nhiều món, đều hơi cay cái là giá nó hơi mắc xíu chắc tại đồ tươi không biểu :) đều tiền nào của đó thôi. Cách phục vụ của quán mình thấy khá ổn, oder hơi lâu xíu tại quán đông khách nữa nên cũng thông cảm thôi :)) nếu có kinh tế kha khá thì mình nghỉ nên đi quán này là howph lý nhất nhé bao tươi!",0,0,4,5,0,0
218,"Nay có thêm trò mới nâng cấp của trò surgery I, kiểu chơi cũng giống như vậy nhưng có phải giải mã theo cách khác, đi nhóm 5 người được free 1 vé nữa, cuối tuần còn được free trà sữa, nếu giải mã thành công còn được voucher 100k nữa đó.",4,0,0,0,0,0
219,"Thấy Foody Quy Nhơn giới thiệu nên cũng tìm đến đây ăn thử đặc sản Phù Mỹ - Bình Định. Quán nằm ở con đường nhỏ nên cũng hơi khó tìm. Quán rộng lắm, chia nhiều khu: khu ngồi bàn cao, bàn thấp, ngồi trong nhà, ngồi bên ngoài. Nhân viên phục vụ đông, nhanh nhẹn. Mình ăn món Bún rạm tô lớn 20k. Bún này lạ lắm, mang 1 tô bún khô kèm rau cùng chén nước rạm. Khi ăn thì sẽ chan vào tô bún, nếu thích ăn khô thì chan ít, mà thích ăn nước thì chan nhiều. Tô nước rạm nêm nếm gia vị đầy đủ rồi nên cũng khá ok. Rạm nhiều, đặc keo. Khi ăn cho thêm ớt trái, ớt bột đêr khỏi bị tanh. Một phần như vậy có cho thêm bánh tráng nướng để ăn kèm nữa. Tuỳ khẩu vị của mỗi người thôi nhưng theo mình món này rất bình thường, không đặc sắc.",0,0,5,3,0,0
220,Rất ngon và ấn tượng với các món hải sản ở đây. Phong cách phục vụ cũng rất nhiệt tình. Vì đi gia đình nên mình rất thích không gian nhà hàng,0,0,5,5,0,0
221,"Nhân viên tính tiền phục vụ quá kém! Trưa nay, tôi chở con đi siêu thị. Đã lựa được một số đồ trong giỏ thì bé con kêu khát nước, tôi vẫn còn muốn mua tiếp nên vội lựa 2 chai nước cho 2 mẹ con uống rồi vào mua tiếp. Khi tính tiền đứng đợi cũng hơi lâu mới tới lượt.",0,0,0,0,0,1
222,"Đồ ăn ngon, nước uống ok lun, không khí vui vẻ và nhộn nhịp thích hợp ngồi tán ngẫu với bạn bè và nghe nhạc. Giá cả khá ổn so với khu trung tâm.",0,0,0,4,0,0
223,"Hôm bữa trời mưa đi siêu thị, thấy có quán aka house ở co.opmart, từ đầu vô mình nghĩ giá chắc mắc lắm nhưng với số lượng món ăn như vậy mình nghĩ là phụ hợp. Trời mưa mà ngồi ăn món nướng ở đây thì tuyệt vời lắm các bạn ơi. Nhân viên vui vẻ thân thiện lắm, đồ ăn thì tuyệt vời ngon ơi là ngon. Cơ mà lên món hơi chậm bù lại mấy bạn nhân viên phục vụ nhiệt tình.",0,0,4,5,0,0
224,"Đoàn nhà mình thử hết các loại của quán, không thích bánh xèo trứng lắm, các loại còn lại ngon, đặc biệt bánh xèo tôm đất. Rất ấn tượng với góc rửa tay của quán. Nhân viên nhiệt tình, thân thiện nhưng không nên cằn nhằn khi khách xin thêm rau sống vì đoàn mình ăn rau rất nhiều :)))))",0,0,0,4,0,0
225,Một trong những bãi biển đẹp của Việt Nam .hãy đến nơi này khi bạn có thể .và cảm nhận cảnh đẹp và con người Đà Nẵng,4,0,0,0,0,0
226,"Phòng có view nhìn ra biển đẹp, Trang trí nhìn hài hòa, cân đối",0,5,0,0,0,0
227,Muốn mua hải sản tươi thì đến đây. Thời gian hải sản tươi nhất từ 12h trưa đến chiều vì đây là lúc tàu vào bỏ cá,0,0,0,0,0,5
228,"Mình bước vào phòng và ngạc nhiên về sự sạch sẽ, thoáng mát của phòng. Đặc biệt mình rất thích design phòng với giường ngủ rộng, hườn ra phía tường kính, khi nằm có thể vừa xem phim vừa ngắm cảnh thành phố. Phòng của mình đặt khá sớm, xong mình có thay đổi lịch cá nhân nên có yêu cầu KS đổi ngày giúp mình, anh Huy đã hỗ trợ ngay và KS sau đó còn giúp mình nâng hạng phòng, vừa co view thành phố, vừa có view biển rất đẹp.",0,5,0,0,0,0
229,Mới đi quán karaoke này hôm qua . Phòng rộng. hát cũng được. Trang trí đẹp. Giá cũng hơi cao . Phục vụ cũng bình thường . 😁,3,0,0,0,0,0
230,"Đền uy nghiêm tráng lệ nằm trên đỉnh núi cao, là nơi tham quan của rất nhiều du khác khi đến Quy Nhơn. Đến với đền thờ vua Quang Trung cũng là tìm lại một phần lịch sử hào hùng của dân tộc. Đây là một địa điểm tham quan mà các bạn không nên bỏ qua.",5,0,0,0,0,0
231,"Phi trường không lớn lắm, nhà Ga vừa được xây dựng lại thông rất đẹp, sạch sẽ, tiện nghi vừa đủ...Tuy nhiên, việc bố trí các quầy ăn uống, giải khát bao bọc chung quanh khu khách chờ làm ngăn tầm nhìn ra cảnh quan bên ngoài, tạo cảm giác khó chịu cho mọi người...
",0,0,0,0,3,0
232,"Khu trung tâm, tiện lợi. phòng đẹp, sạch sẽ.",0,5,0,0,0,0
233,Vi vu trên sông Saigon chỉ với 30.000/ 2 lượt đi và về nếu đi 5 bến bạn sẽ còn 2 tiếng thưởng ngoạn cảnh đẹp dọc 2 bờ sông Sài Gòn.,4,0,0,0,4,0
234,"Cung cấp hải sản khô: mực, tôm, cá khô, hải sản một nắng, các loại bánh kẹo đặc sản Bình Định",0,0,0,0,0,5
235,"Hôm nay cuối tuần lại có dịp ghé quán cùng với đứa em của mình. Hình như những trẻ em thường thíh ăn gà rán thì phải. Quán hôm nay khá đông, mà chỉ toàn ba mẹ dẫn các bé tới ăn. Điển hình con em của mình cũng ghiền hà rán không kém, mình kêu một combo 99k mà một mình nó chén sạch. Chắc chủ nhật quán khá đông, mua mà chờ order với chờ món khá lâu, nhưng ăn cảm thấy ngon, nên cũng tạm chấp nhận. Mình thấy nhân viên ở đây bình thường, như các cửa hàng bán gà khác, không thấy gì là khó chịu.",0,0,3,4,0,0
236,"mình thấy quán làm ngon , không gian thoáng , dân ĐL toàn ra đây ăn , k mắc lắm đâu , 150-170/ lẩu , nhiều dê , nhiều rau ú nụ , tươi , k hôi j cả , mọi ng nên thử sườn dê nướng , mắc nhưng rất ngon luôn",0,0,0,4,0,0
237,"Xe chạy ok ạ, giường nằm có chỗ cắm xạc rất tiện lợi luôn. Mấy chú hướng dẫn nhiệt tình nữa ạ. Mọi người đặt xe đi để ủng hộ nhà xe nha.",0,0,0,0,5,0
238,"Siêu thị lớn đẹp, bạn có thể mua bất cứ thứ gì bạn muốn, đặc biệt là thực phẩm :)",0,0,0,0,0,5
239,"Thấy biển ngày càng bẩn, toàn rác thôi, nước thfi đen sì nhìn thấy sợ kinh khủng luôn. Tối nước dâng lên cao lắm, sóng đánh ì oạp vào bờ. Được hôm đi biển để hóng gió thì ko có gió, ngồi ăn mà mồ hôi đầm đìa",1,0,0,0,0,0
240,"Phòng nhỏ nhưng dịch vụ khá, điểm mạnh vị trí rất gần sân bay và trung tâm hội nghị của Đà Nẵng",0,3,0,0,0,0
241,Không có nhiều hàng ăn uống trong khoảng cách đi bộ,0,0,3,0,0,0
242,Hàng hóa đa dạng phong phú. Gửi xe miễn phí,0,0,0,0,0,4
243,"Quán có vị trí khá dễ tìm, kiểu phong cách hơi tây tây. Bước vào quán nhân viên chào hỏi nhiệt tình. Quán có khá nhiều không gian nhưng mỗi không gian hơi nhỏ. Quán này nổi tiếng nhờ cái view hành lang nhìn ra bên ngoài ( nơi sống ảo xuất sắc ). Được thêm cách trang trí cũng xinh xinh, mình thích nhất là mấy cái bàn ở đâu, ốp gạch lên nhìn hoài cổ . Nhưng điểm trừ to đùng là đồ uống , quá tệ, kêu ly capuchino mình nhìn thôi chứ uống k nổi. Chấm 7 điểm cho quán",0,0,4,2,0,0
244,Các trình điều khiển đã thân thiện và sử dụng đồng hồ tính phí công bằng và hợp lý,0,0,0,0,4,0
245,"Quán khá lớn, khá sang rộng nên mình và gia đình quyết định vào xem như thế nào. thấy menu quán khá nhiều món, đều mình thấy giá hơi mắc so với view quán, nhưng vẫn gọi để thử xem thức ăn ở đây như thế nào( vì vào lở rồi) :)). Thực sự thì hơi buồn về quán, thức ăn không được ngon chờ rất lâu. Thấy quán cũng khá đông nhưng không biết người ta đến lần đầu hay sao những theo mình nghỉ với số tiền đó có thể lựa chọn những quán khác đẹp hơn ngon hơn rẻ hơn!",0,0,4,2,0,0
246,"Quán không gian được, âm thanh cần cải thiện hơn nữa. Nội thất trang trí cần thú vị hơn. Nhìn chung quán khá tốt
",0,0,3,0,0,0
247,Chuyến bay của tôi delay gần 2 tiếng nhưng vẫn được đơn vị cung cấp dịch vụ xe đón sân bay Quy Nhơn hổ trợ đợi chờ và đón tại Sân Bay. Cám ơn đơn vị và tài xế.,0,0,0,0,4,0
248,"Quy Nhơn Phú Yên thật đẹp và bình yên. Con người giản dị chân chất thật thà, mình sử dụng tất cả mọi dịch vụ ở đây chổ nào cũng tốt, không có chặt chém khách hàng ngược lại còn rất nhiệt tình và hổ trợ hết mình nữa. 1 trong những dịch vụ bản thân mình hài lòng nhất chính là dịch vụ cho thuê xe máy ở đây, mình thuê 1 xe honda vision 2017 ở đây trong 3 ngày, đi eo gió kỳ co trung lương hòn khô hòn sẹo, hầm hô tây sơn và cả sang phú yên nữa. Xe chạy tốt, êm và lợi xăng cực kỳ luôn, chạy 3 ngày mà mình chỉ phải đổ hơn 100k xăng cho tất cả các điểm du lịch, đúng là quá lợi luôn. Anh chủ thì rất nhiệt tình, trên đường đi không biết gì cứ gọi là ảnh chỉ tất tần tật từ quán bún cá ngon, bánh canh ngon, hải sản tươi giá rẻ và cả các địa điểm làm tour kỳ co uy tín nữa. Rất cảm ơn anh đã giúp đỡ tụi em thiệt tần tình trong chuyến du lịch vừa rồi, mong anh làm ăn phát đạt, ngày càng phát triển thương hiệu của mình lớn mạnh hơn nữa. hẹn gặp lại anh trong một dịp trở lại quy nhơn gần nhất",0,0,0,4,5,0
249,"Giao xe và đến tận nơi trả xe rất tiện cho khách hàng Chỉ cần cmnd là thuê được, thủ tục thật đơn giản. Mấy bạn giao xe rất nói chuyện rất hài hước và vui vẻ",0,0,0,0,4,0
250,"Đang ở Zenna Pool Camp chất lượng quá tệ , trời mưa khách chỉ có nước ngừng mọi hoạt động, nhân viên KDL này bất cần khách chổ chụp ảnh thì xấu tệ",1,0,0,0,0,0
251,Uống y chang nước lọc.,0,0,0,2,0,0
252,"Kem tuyết xoài và kem tuyết trà xanh là món mình nghiện nhất của quán này nha! Bình thường mình hay đi cùng bạn, 2 đứa gọi 1 tô nhưng mà không lúc nào đã. Hy vọng quán sẽ làm size lớn hơn.",0,0,0,4,0,0
253,"Đi bộ vài bước chân là tới biển. Nhân viên nhiệt tình, chu đáo",0,5,0,0,0,0
254,"Nhân viên nhiệt tình, dễ thương nhưng còn vụng về. Không gian ấm cúng và ánh đèn dịu nhẹ Thức ăn ko đặc sắc, salad tươi ngon, bánh mì ko mới lạ, mỳ ý thịt bò đút lò đẹp mắt nhưng vị bình thường. Thịt bò sốt phô mai thì yêu cầu chín nhưng lại tái 5 phần. Chưa yêu cầu tính tiền nhưng được ưu tiên tính tiền sớm mà thôi cũng không sao.",0,0,3,3,0,0
255,Lựa chọn hàng hóa tuyệt vời,0,0,0,0,0,4
256,Từ lúc tôi gửi lời hỏi thăm cho đến lúc tài xế dỡ toàn bộ hành lý của chúng tôi! 5 sao! ⭐️,0,0,0,0,5,0
257,"phòng bố trí thông thoáng rất tốt, sạch sẽ, nhân viên nhiệt tình, chu đáo lắm",0,5,0,0,0,0
258,"cửa hàng nằm ngay trong trung tâm thương mại, ở đây bán rất nhiều quần áo, các bạn nhân viên tư vấn rất nhiệt tình",0,0,0,0,0,5
259,"Tối thứ 7 nầy ở đây có tiệc halloween nè, vé có 99k mà có quá trời dịch vụ tuyệt vời luôn, bt cũng thích đến đây nge nhạc sống rồi bây giờ có thêm tiệc halloween nữa thì quá tuyệt vời luôn. Nge nói có cái vẽ uv phát sáng gì nữa á nên thiệt là mong chờ quá đi thôi, ai đi thì lập kèo đi chung với mị luôn nhoaaa",5,0,0,0,0,0
260,"Rạp ổn, sạch sẽ. Giá hơi cao so với các rạp ở QN",4,0,0,0,0,0
261,"Lại có dịp ghé tuyến đường Ngọc Hân Công Chúa để thoả sự thèm ốc của mình. Thấy foody review quán ốc Hảo Hảo ổn, nên mình ghé ăn thử. Thường thì mình thích ăn quán nào quen thôi, mà hôm nay thử ghé xem sao. Quán ốc này cô chủ quán khá nhiệt tình, đi ngang qua là kêu lại liền, để xe rồi có người dắt. Quán cũng có khá đầy đủ món, tới gọi món là bưng ra liền. Quán bỏ gia vị cho ốc khá đậm đà, mình thích như vậy, vì đậm đà của nước ốc ăn rồi húp cực thích. Nhưng món gỏi xoài của quán không thíh lắm, quán dùng xoài chính quá làm cho gỏi mình ăn bị sàu xuống, không thấy ngon.",0,0,4,3,0,0
262,"Nhân viên phục vụ thái độ khách muốn lấy hóa đơn thì phải chờ 30 phút Đến lúc bảo viết rồi CPN thì kế toán lại quên không viết hôm đấy bên mình đi ăn sớm, quán vẫn đang vắng khách . Sẽ không quay lại đây lần 2",0,0,1,0,0,0
263,"Khu vui chơi này rộng rãi lắm nhé, bảo vệ cũng nghiêm ngặt k để các bé chạy ra ngoài nên phụ huynh vào ngồi khá yên tâm.",3,0,0,0,0,0
