,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
1485,Rạp nhỏ. Không dễ tìm. Phòng chiếu số 3 ghế ngồi có mùi ẩm mốc. Suất chiếu 10h10 buổi sáng thứ 4 chỉ có 6 khách.,2,0,0,0,0,0
1486,"Tiệm này đêm đêm chạy xe ngang qua là thấy đông các bé tuổi teen tụ hội ngồi đây hết. Nên thôi đi buổi sáng cho đỡ đông coi thử xem sao. Không gian mở, ngồi vỉa hè rất là bình dân. Nhân viên phục vụ cũng được, tuy không nhanh nhẹn lắm dù buổi sáng không đông lắm nhưng cũng chấp nhận được. Bạn mình kêu trà bọt biển ở đây ok nên cũng thử luôn. Bạn mình thì gọi trà đen bọt biển, mình thì muốn thử trà Ryukocha xem sao nên gọi luôn. Trà của mình thì hơi ngọt, vị như mùi trà lài )))))))) nói chung cũng không đến nỗi nào. Lớp bọt biển bị mặn và vị không được béo cho lắm. Do mình hay uống gongcha với RnB thì với chất lượng bọt sữa như thế này thì làm vẫn chưa tới một nửa ròi. Nhưng tại giá cả mềm, phù hợp với các bé teen nên không thể đòi hỏi gì hơn.",0,0,4,3,0,0
1487,"Bạn bè của tôi và tôi quyết định thử địa điểm này vì xếp hạng Trip Advisor. Chúng tôi đã rất ngạc nhiên khi đó là một nhà hàng đơn giản, 
nhưng chúng tôi đã nhanh chóng bị những con chả giò. Lựa chọn thịt bò hoặc tôm. Chúng tôi được hướng dẫn cách tự làm và chúng rất ngon. Đối với món tráng miệng, chúng tôi đã thử thạch với mảnh dừa / dán bọc trong lá chuối cũng như thạch trắng / dừa ngọt. Khi chúng tôi nhận được hóa đơn, chúng tôi rất vui mừng khi thấy chi phí thấp. Có giá trị tuyệt vời và chất lượng thức ăn. Không chắc chắn nếu có những lựa chọn thực phẩm khác bởi vì tất cả mọi người khác đang ăn chả giò. Mỗi đơn hàng bao gồm các thành phần cho hai cuộn chả giò. Chúng tôi cần phải đi taxi đến và đi từ nhà hàng (khoảng 2 USD 50 mỗi chiều) vì chúng tôi ở cách đó vài cây số.",0,0,5,5,0,0
1488,"Mình tình cờ phát hiện được 1 nới khá đẹp và thơ mộng này, từng góc ở đây đều đẹp mơ màng. Các bạn nhân viên ở đây cũng rất dễ thương và chu đáo. Mình gọi 1 sinh tố bơ, rất thơm ngon và healthy, không bị ngọt thiên về vị sữa mà ngọt thanh.",0,0,5,5,0,0
1489,"Đồ ăn ngon, vừa miệng, giá cả phải chăng. Nhân viên vui vẻ và nhiệt tình. Chỗ ngồi thoáng mát và sạch sẽ",0,0,5,5,0,0
1490,"Anh chị chủ cho thuê xe nhiệt tình, chu đáo, dễ thương, đặc biệt là giá thuê max rẻ.",0,0,0,0,4,0
1491,"Gia đình chúng tôi 16 người đến quán và đã đặt bàn sẵn, thật sự các món ăn ở đây rất ngon và độc đáo. Đặc biệt tôi là một người con sinh ra và lớn lên tại vùng đất này tôi rất thích ăn các loại mắm, quán đã mang lại cho tôi một món ăn đậm chất quê hương, mang lại hoài niệm mà bất cứ người con xa quê nào cũng nhớ “ mắm nêm ăn với bún”. Chúc cho quán ngày càng phát triển",0,0,0,5,0,0
1492,"Tôi đã đến đây dựa trên các đánh giá nhưng tôi đã thất vọng. Mặc dù không đắt, mì của tôi khá không ngon và Bánh Mì mỏng và hầu như không có bất cứ thứ gì trong đó.",0,0,0,2,0,0
1493,"Khách sạn chủ động up free lên phòng view biển cho mình. Phòng rộng, sạch và mới.",0,5,0,0,0,0
1494,"Nhân viên nhiệt tình, tận tâm, lễ phép. Đáp ứng nhanh chóng các cầu của khách. Bảo vệ lễ năng động, luôn tự nguyện giúp đỡ khách nghĩ như mang đồ, hướng dẫn, đón taxi...một khách sạn đáng để nghĩ ngơi !!",0,5,0,0,0,0
1495,"Quán đông nhưng vẫn cố nhận thêm khách nên khả năng phục vụ không đảm bảo phải kê thêm bàn nhưng bàn ghế, khăn trải nhìn thấy cũ và bẩn, máy lạnh thì chạy không nổi nên rất nóng.",0,0,1,0,0,0
1496,"Món ăn ngon, view siêu đẹp, không gian thoải mái. So với sự nổi tiếng mình đã mong chất lượng nước uống ngon hơn nhiều nên khá thất vọng. Nhưng gần đây ngày 3/12 mình uống trà xanh gongcha, milkfoam cực tỡm, kiểu béo mà cảm thấy chất béo đọng trên vòm họng ấy.",0,0,4,2,0,0
1497,"Đến bến xe lúc 5h gọi phát anh chủ mang xe ra luôn. Dù rất sớm nhưng mà a vẫn vô cùng nhiệt tình, trước đó mình có gọi vài chổ gần hơn nhưng đều bị từ chối vơi lý do chưa đến giờ làm việc. May tìm được chổ cho thuê xe máy Hoài bảo, quá ư là nhiệt tình",0,0,0,0,5,0
1498,"Phòng sạch sẽ, giá cả phù hợp, chỗ đậu xe rộng rãi. Nhân viên dễ thương. Sẽ ghé lại lần sau",0,5,0,0,0,0
1499,"Phòng ốc dơ, tường thì bong tróc, khăn tắm cũng bẩn, nhà vệ sinh không gọn gàng.",0,1,0,0,0,0
1500,"Không gian quán rộng rãi, trước mặt là biển nên vô cùng thoáng đãng, hải sản được lấy tại bể của nhà hàng nên rất tươi sống, được đầu bếp chế biến theo hương vị mang đậm chất riêng của Đà Nẵng. Khá thích cách phục vụ của nhân viên, hiếu khách và nhiệt tình lắm.",0,0,4,4,0,0
1501,Khu ăn uống thì mình thấy khá ít so với siêu thị nhật bản,0,0,0,0,0,3
1502,Chợ bán hải sản tươi ngon nhưng giá hơi cao,0,0,0,0,0,4
1503,"Nhân viên phục vụ tốt, món ra nhanh, nhạc hay với view lên đèn đẹp. 💋 Vị trí:Quán nằm ở số 618 cũ.",0,0,5,0,0,0
1504,"Nhà xe dặn mình đợi ở bigc, tuy nhiên đợi rất lâu thì xe mới đến. Xe chạy tạm ổn",0,0,0,0,3,0
1505,"Đây là những món mà gđ mình đến quán ăn. Món ăn ở đây rất ngon và hợp giá tiền,đồ ăn trang trí bắt mắt,các bạn đến đây hãy ăn thử món rong nho salad và lẫu sứa nước lèo nhé vì nó rất ngon 🥰🥰 không gian thoáng mát sach sẽ có xe đưa đón free tại FLC và nv phục vụ nhiệt tình dễ thương.Có dịp sẽ quay lại quán nhé ❤️❤️❤️",0,0,5,5,5,0
1506,"Xe đi đường dài mà réo lắm mới dừng cho đi vệ sinh. Rồi dừng giữa đồng không mông quạnh vậy con gái con nứa mới hai mươi sao đi??? Quá tệ, hy vọng nhà xe khắc phục được điểm này nếu không chắc khách hàng hư thận hết.
",0,0,0,0,1,0
1507,"Đồ ở đây đắt hơn siêu thị khác khoảng 5-10%, nhân viên không nhiệt tình, thiếu chuyên nghiệp, nếu ko được tặng phiếu mua hành sẽ ko bao giờ đến đây",0,0,0,0,0,2
1508,Thái độ phục vụ rất hách dịch. Không cần khách. Tôi đến đúng massage Quỳnh Như chứ không phải tiệm khác trên đường Hàm Nghi. Tiệm đã không nhận ý kiến góp ý mà còn đổ lỗi cho tiệm khác là không tốt. Cạnh tranh không đàng hoàng,1,0,0,0,0,0
1509,"Quán ăn ngon , phục vụ nhiệt tình, âm thanh ánh sáng đẹp mắt, quán ăn với giá cả hợp lí , thực sự rất phù hợp với những khách ăn theo tour du lịch, với các món ăn khá đậm đà , nơi này sẽ là 1 trong những nơi mà tôi sẽ quay lại lần tiếp theo. Nó thật xứng đáng với 5 sao đánh giá. Good!.",0,0,5,5,0,0
1510,"Ngoài ra, khách sạn ở khu trung tâm, gần bãi biển và các trung tâm thương mại, khu vui chơi của Nha Trang",0,5,0,0,0,0
1511,Đc bác xe xích lô tận tình hướng dẫn mua đồ ở đâu cho đảm bảo. Mình vào thấy đồ đắt gấp 3 bên chợ Đầm nên không mua; ra ngoài cửa vẫn thấy bác xích lô đứng đó chưa về hiểu là đang chờ mình mua đồ rồi ăn chia hoa hồng với nhau May mà chưa mua gì,0,0,0,0,3,2
1512,"Trong siêu thị còn có chỗ ăn uống (có buffet lẩu, có bán cơm bún bánh mì...) nên lượn không lo đói nha.",0,0,0,0,0,5
1513,Mát xa mà có người đứng canh ở ngoài rất khó chịu. Hở chút là kiu nhân viên ra. Nhìn lén không biết có quay lén không.,1,0,0,0,0,0
1514,"Cho thuê xe máy ngay sân bay Phù cát, rất thuận tiện, Cô chú cho thuê vui vẻ , ...
",0,0,0,0,4,0
1515,Mình mua trà sữa đem về lúc ord có thêm chân trâu trắng vs kem chese giá 52k mà về đến nhà thì lại không có chân trâu trắng. Mà giá cả thì quá mắc vị thì cũng bình thường không gì đặc sắc. trong khi quy nhơn có nhiều quán gia cả hợp lí mà khá ngon. Buôn bán kiểu v ế là đúng 👎🏻👎🏻👎🏻 😏😏😏,0,0,0,1,0,0
1516,"5 năm trước
Trung tâm thương mại Quy Nhơn,  07 Nguyễn Tất Thành , P.Lý Thường Kiệt ,tp Quy Nhơn . Luôn là nơi mua sắm đáng tin cậy của người dân tp Quy Nhơn. Ở măt trước xung quanh những shop thời trang , shop điện thoại di dộng.",0,0,0,0,0,4
1517,Bữa ăn sáng chưa tương xứng còn ít món và phục vụ cũng bình thường.,0,0,0,2,0,0
1518,Khách sạn nên lưu ý kiểm tra các ngăn tủ khi vệ sinh phòng/ khách trả phòng. Khi mình kiểm tra ngăn tủ trong phòng thì thấy quần áo của khách trước còn trong ngăn tủ.,0,2,0,0,0,0
1519,"Đồ ăn tươi và mới mỗi ngày làm cho poke rất ngon, chất lượng dịch vụ rất tốt, nhân viên nhiệt tình nếu bạn chưa biết chọn nguyên liệu các bạn sẽ hướng dẫn để tạo ra 1 poke ngon",0,0,0,5,0,0
1520,"Nước uống bình thường, giá hợp túi tiền. Quán view ngay bờ biển, lần đầu tiên đến k nghĩ giá lại rẻ như vậy với quán cf ngay sát biển. Lần nào ghé QN mình cũng phải ngồi đây vài buổi tối. Một điểm nên đến khi ghé QN mn nhé.",0,0,4,3,0,0
1521,"Tuyệt đẹp. Nước biển trong xanh, sạch nhìn tận đáy thuận lợi cho bơn lặn ngắm cá, san hô. Còn hoang sơ chưa được khai thác hết.
",5,0,0,0,0,0
1522,Chợ khu 2. Khu vực bán đồ ăn và các đồ khác. Đồ cũng tưoi. Nhiều khách du lịch ghé mua. Nằm đường nguyễn huệ.,0,0,0,0,0,5
1523,"Giải trí nhẹ, ban nhạc hát cho nhau phù hợp học sinh, sinh viên.",4,0,0,0,0,0
1524,"Mặc dù nó có thể có ý nghĩa với người Việt Nam, nhưng theo quan điểm của người nước ngoài thì không có gì phải bàn cãi. Không phải là một bảo tàng, nó giống như một ngôi đền dành riêng cho Vua Gwangjung.",3,0,0,0,0,0
1525,"Thuê xe máy tại quy nhơn giá rẻ mà lại chuyên nghiệp hết nấc. Mình thuê 2 xe ga giá chỉ 150K/ ngày. Sài gòn mình cho thuê loại này chắc phải 200K mà thủ tục lại rườm rà chứ không đơn giản như ở đây. Xe chất lượng tốt, chạy rất êm và lợi xăng. Nhân viên giao xe tận ga quy nhơn cho mình và lúc mình trả họ ra tận ga lấy vô cùng tiện lợi, tiết kiệm rất nhiều chi phí taxi. Các bạn đến quy nhơn mà cần thuê xe máy giá rẻ giá tốt chất lượng cứ liên hệ bên này nha",0,0,0,0,4,0
1526,"Tôi đã từng cắm trại ngủ qua đêm tại đây, hít thở gió biển trong lành. Sáng dậy sớm đón bình minh và tắm biển. Yêu lắm nơi này",5,0,0,0,0,0
1527,Decor đẹp. Và đây là lần thứ 2 mình book khách sạn này cho chuyến du lịch ở Đà Lạt.,0,5,0,0,0,0
1528,"Bahn mi tôi có ở đây có lẽ là tốt nhất. Nó cũng được giá và hợp túi tiền (ngang bằng với giá đồ ăn ở hầu hết Việt Nam), nhà hàng cũng sạch sẽ và thoáng mát, ngồi vào rất thích. Tôi thấy rằng đồ uống đắt kinh khủng. Cà phê chắc chắn là tuyệt vời nhưng tôi không thể hiểu lý do gì để làm cho nó đắt như vậy.",0,0,4,4,0,0
1529,"Mì quảng chỗ này ăn khá ngon, có điều nêm hơi nhạt 1 tí, mình ăn phần combo bao gồm 1 món ăn sáng 1 nước là 59k, không gian sang trọng và rộng rãi, nhân viên đông.",0,0,3,3,0,0
1530,mình phải ghé nơi đây ít nhất là 2 3 lần vì mình thật sự rất thích không gian và món ăn ở đây. Vừa bước vào quán là đã đc các bạn nhân viên tiếp đón nồng nhiệt và thân thiện. Món nổi tiếng ở đây thì nói đến phải là thịt nướng hương vị nướng cùng với rau salad ăn kèm thật sự rất ngon miệng và hợp khẩu vị. Kim chi thì chua và cay ăn chung vs các món nướng rất ngon.,0,0,5,5,0,0
1531,"Khá gần biển, chợ đêm và siêu thị! Chị lễ tân rất thân thiện và dễ thương!",0,4,0,0,0,0
1532,"Căn hộ tiện nghi, sạch sẽ, tất cả những gì tôi mong muốn đều có ở đây. Không gian phòng rất lãng mạn. Lần sau tới tôi nhất định sẽ ghé lại đây 1 lần nữa.",0,5,0,0,0,0
1533,"Đây là quán kem tự chọn nà, thích ăn kem gì lấy kem này rồi đem ra cân, chả biết tính tiền bao nhiêu 1gr nữa.. Nhưng mà kem cũng không có được ngon lắm đâu, được cái là có nhiều topping... Ăn ở trong sài gòn ngon hơn nè. Ở đây có bán thẻ m bánh nữa, kì ghẻ, tiệm kem mà có bán bánh, bởi vậy nên đánh cũng không ngon luôn. Giá thì cũng bình thường thôi à. Quán thì sạch sẽ, đẹp đã, sống ảo tốt nè. Nhấn viên thì mình không thích lắm, kiểu như nhòn vô là không có cảm tình rồi. Vô tình ghé vô ăn thôi, không có ấn tượng gì quán này..hihi",0,0,3,3,0,0
1534,"Tôi là Đức Trường, phóng viên của báo điện tử Zing.vn. Tôi có đặt xe đi từ Quảng Ngãi về Sài Gòn hôm 29.1. Tôi góp ý, là khi book chỗ qua hệ thống vexere, nên có phần điền thông tin số điện thoại của 2 người. Tôi đóng góp ý kiến này vì nhiều lý do. Thứ nhất, hôm qua, khi nhà xe hẹn đón tôi lúc 19h00 tại BigC Quy Nhơn, thì tôi đã có mặt từ trước đó 15 phút. Lúc xe đến, họ gọi tôi, nhưng do điện thoại của tôi bất ngờ bị hỏng, không thể nhận được cuộc gọi, hay gọi đi, vì vậy tôi đã lỡ chuyến xe. Rất may là sự cố này sớm được khắc phục sau đó. Vì vậy, tôi mong hệ thống lưu ý cho gọi điện thoại cho khách khi lên xe, nên lấy thông tin của cả 2 người, để tránh xảy ra trường hợp như của tôi.",0,0,0,0,3,0
1535,"Nhân viên khách sạn thân thiện, nhiệt tình. Phòng sạch sẽ. Ks có view rất đẹp, mình book phòng ngay góc, có thể ngắm được sương mù rất chill về đêm.",0,5,0,0,0,0
1536,"Thứ nhất là về đồ ăn, đồ trên băng chuyền càng ngày càng ít, nhìn đi nhìn lại trên băng chả có gì, toàn phải gọi nhân viên mang đồ ra riêng cho, mà chờ nhân viên mang ra thì cũng khá là lâu.",0,0,0,2,0,0
1537,Tôi đã dừng chân ở Qui Nhơn hai ngày với bạn tôi và chúng tôi chỉ ăn ở nơi này.,0,0,0,4,0,0
1538,"Hôm nay 14/4/2019 gd mình cho bé đi KDL BCR chơi,và review cho các bạn sau này dc biết là dịch vụ và nhân viên ở đây Rất Kém.thời điểm mình đi là năm 2019,mình đã coi các bạn review trc đánh giá về chất lượng dv kém cách đây mấy năm,đến thời điểm hiện tại mình đi chẳng thay đổi j so với review trc.Nhân viên phục vụ ko lịch sự,gây ức chế,cách phục vụ như này chắc nên dẹp sớm,trả đất cho dân cho Lành",1,0,0,0,0,0
1539,"Nhà xe đúng giờ, dịch vụ tốt, nhân viên ân cần lịch sự!",0,0,0,0,5,0
1540,"Mình bị 1 ông Grab dẫn tới quán này, mặt dù mình đã chọn quán Bé Mặn, ông nhất quyết chỉ mình quán này, quán kg hề có menu, đồ ăn rất mắc, nêm nếm không ngon, chặt chém!!! 1 kỉ niệm tệ nhất của mình ở Đà Nẵng",0,0,1,1,0,0
1541,"Hôm nay mình đi ăn tại pizza company, thấy nhà hàng nhỏ nhưng lại rất thoải mái về ko gian, nv nhiệt tình tư vấn cho mình, bánh thì ngon lắm, có combo giảm giá khá oke, nếu có dịp mình sẽ ghé lại😆😆",0,0,4,5,0,0
1542,"Tuyệt. Biển sạch nước trong nông, san hô đa dạng, góc sống ảo tuyệt đẹp. Bè hải sản tươi sống giá bình dân. Các nhà phà rất nhiệt tình đưa đón khách đi lại giữa các điểm hòn khô - lặn san hô - nhà bè - về bến.",5,0,0,0,0,0
1543,"Âm thanh hay ấm cúng, cuộc vui luôn được tiếp diễn không đứt quảng. Nhạc hay, mọi người nhảy rất sung. Rất nhiều người đến đây để thư giản. Phục vụ nhiệt tình chỉ cần gọi là có. Năm sao
",5,0,0,0,0,0
1544,"Buổi tối Quy Nhơn cũng đáng yêu lắm, nên mình chọn thuê xe máy dạo quanh phố phường, dạo qua một loạt các sự lựa chọn bọn mình quyết định thuê xe của anh Hoài Bảo - giá chỉ 120k/xe/ngày trùm dịch vụ cho thuê xe máy quy nhơn.",0,0,0,0,4,0
1545,"Chuyến đi này là chuyến thăm đầu tiên hôn thê của tôi . Tôi muốn cô ấy để có được một cảm giác Việt Nam ngoài Hà Nội và Hồ Chí Minh (mà chúng tôi cũng đã đến thăm trong chuyến đi này). Quy Nhơn đã được đề nghị bởi một cố vấn đáng tin cậy và chúng tôi rất vui mừng chúng tôi đã đề nghị. Tôi chọn cho hai ngày trong Căn hộ cao cấp Ban công tại Life của một bãi biển. Từ đầu đến cuối toàn bộ đội đã đáp ứng, chào đón, và vui vẻ. Họ thực sự không có một góc nhỏ của thiên đường ở đây. Phạm vi của các lựa chọn hấp dẫn về sở hữu có nghĩa là có một nơi để mỗi ngân sách. Bất kể, cơ sở vật chất được sạch sẽ và duy trì tốt. Thực phẩm là tuyệt vời và chúng tôi đã vui mừng có cơ hội để dự phần Tiệc tối xã. Các căn hộ nằm lẽ 125 km từ tài sản chính và nhìn ra một bãi biển liền kề / vịnh. Việc đi bộ giữa hai địa điểm đi trực tiếp qua làng. Nụ cười rất nhiều và banh mi phụ nữ (chỉ ăn sáng) là một ngôi sao nhạc rock. nước dồi dào nóng, tuyệt vời a / c, và wifi mạnh mẽ với một cái nhìn chúng tôi sẽ không bao giờ quên. Có một con gà trống trong làng ... anh sẽ chắc chắn bạn trải nghiệm không thể nào quên mặt trời mọc :) Chúng tương tác với khách du lịch từ khắp nơi trên thế giới ở đây và hy vọng sẽ có cơ hội để trở lại một lần nữa sometime sớm. Đặc biệt cảm ơn Steve cho sự chú tâm của mình để truy vấn (nhiều) email của tôi cũng như hỗ trợ sắp xếp chuyển sân bay.",0,5,0,5,0,0
1546,"Có đầy đủ các loại đặc sản của Quy Nhơn. Nên mua ở đây vì giá cả hợp lý. Không nên mua ở phòng chờ trong sân bay, rất đắt.
",0,0,0,0,0,5
1547,"Nói chung là nghỉ dưỡng ở đây cũng tương đối tốt. Nhân viên tiếp đón nhiệt tình, vui vẻ chào đón khách. Tuy nhiên, họ không có chỗ phơi đồ riêng biệt nên họ cứ phơi khắp đầy các hiên nhìn rất không thẩm mỹ.",0,4,0,0,0,0
1548,"Gần Biển, nhân viên niềm nở, phòng khách sạn sạch và mới. Buffet sáng ăn ổn",0,4,0,4,0,0
1549,"Đến thăm quan cho biết chứ trong chẳng có gì ngoài mộ HMT và bãi tắm Hoàng hậu. Cảnh quan thì xơ xác, 1 số công trình xây dựng dở dang",1,0,0,0,0,0
1550,"Ksan nhỏ, nằm trong ngõ, các tiện ích đi kèm của 4 sao là không xứng đáng. Không gian chật hẹp, View biển thì ok, phòng view city thì cực xấu",0,2,0,0,0,0
1551,"Lễ tân phục vụ nhiệt tình, phòng sạch sẽ, thoáng mát, gần trung tâm và quầy thuốc tây nên rất tiện cho khách khi cần.",0,5,0,0,0,0
1552,"Lần nào đến NT mình cũng phải ghé khu chợ này, chợ bán nhiều đồ ăn vặt lắm luôn mà giá rẻ bèo à. Lo ăn không quên cả chụp ảnh. Ăn no thì ghé vào chợ mua ít mực rim về làm quà, ở đây người ta bán giá phải chăng, mực ngon mua về ai cũng thích.",0,0,0,5,0,5
1553,"Nơi này có bầu không khí rất tuyệt, âm nhạc rất đặc biệt với múa bụng hàng ngày.",4,0,0,0,0,0
1554,"Cửa phòng tắm không khít, nước nóng phải chờ nước chảy vài phút mới nóng. Phòng hơi nhỏ.",0,3,0,0,0,0
1555,"Vincom Plaza Tuy Hòa đã tạo một không gian mua sắm đầy đủ tiện nghi, lịch sự, phù hợp với nhiều đối tượng khách hàng. Bà Hồ Minh Tâm ở phường 3, TP Tuy Hòa, cho biết: So với các điểm kinh doanh bên ngoài, các mặt hàng được bán tại Vincom Plaza Tuy Hòa có giá cao. Hàng hóa có thương hiệu cũng nhiều. Từ trước đến nay, tôi thường mua hàng của một số thương hiệu nổi tiếng thông qua giao dịch online. Nhưng nay tôi có thể đến đây để trực tiếp mua hàng của các thương hiệu này. Bên cạnh đó, các món ăn được chế biến tại đây cũng tương đối mới, khẩu vị cũng lạ nên tôi rất thích. Đến đây vừa được mua hàng vừa được giải trí, vui chơi cùng người thân, bạn bè. Tôi rất vui vì Phú Yên đã có trung tâm thương mại sang trọng, hiện đại để người dân mua sắm, vui chơi.là điểm mua sắm, vui chơi, giải trí liên hợp với đầy đủ tiện ích, có thể giúp người dân đến với một mô hình thương mại hiện đại. Nơi đây có rạp chiếu phim tiêu chuẩn quốc tế CGV, khu vui chơi giải trí điện tử, khu mua sắm hàng hóa của những thương hiệu uy tín Việt Nam và quốc tế.",5,0,0,4,0,5
1556,"Lần thứ 2 quay lại nhà hàng, không gian quán và đồ ăn vẫn ngon như lần đầu tiên mình tới đây. Nhân viên Quân tư vấn nhiệt tình, đồ ăn lên nhanh.",0,0,5,5,0,0
1557,"phòng có view nhìn xa và rộng, đường đến khách sạn rất là dễ nhé, xung quanh khách sạn dịch vụ rất nhiều nì nhưng mà không phải trung tâm nên xe cộ cũng vừa phải, từ khách sạn mình ra trung tâm có 5p, ghé các quán cà phê trên trại mát có 10 phút nè. Khách sạn phục vụ theo tiêu chuẩn không tiếp xúc rất là chuyên nghiệp nhé, mình ít gặp các nhân viên nhưng lúc nào cần gì hay hỏi gì mình thấy thái độ, nghiệp vụ rất thân thiện nè. Nếu lần sau lên lại Đà Lạt mình sẽ book tiếp ",0,4,0,0,3,0
1558,"Mình mua 1 bịch lạp xưởng ăn sạn không, cục nào cũng sạn và bị thối , đã đem trả lại siêu thị , họ đã trả lại tiền . Mong big c kiểm soát chất lượng hàng hóa hơn",0,0,0,0,0,1
1559,"Gần khu mộ Hàn Mặc Tử Nước cực kỳ trong xanh, cảnh vật nên thơ. Xứng đang được đặt vào điểm phải đến khi tới Quy Nhơn",5,0,0,0,0,0
1560,"Địa điểm tuyệt vời, đường hơi khó đi, nhưng suối dài và đẹp, mùa đông nhiều nước, có thác tuyệt đẹp, lại rất gần Quy Nhơn!",5,0,0,0,0,0
1561,"Đảo gần đất liền, đi cano ra tí tẹo. Biển sạch, trong vắt. Tuy nhiên các dịch vụ phụ trợ chưa nhiều. Đa phần tự phát. Mình thấy những người làm dịch vụ có ý thức vệ sinh, dọn dẹp chở vào đất liền. Tuy nhiên vẫn còn khách vứt bỏ chai nhựa và bịch ny lông nhiều trong phía cầu gỗ.",4,0,0,0,0,0
1562,"Đồ ăn tạm được, ngoài ghẹ sống thì đa phần hs đều được cấp đông, gia vị bình thường.",0,0,0,3,0,0
1563,Nước lèo ngọt thanh ăn rất vừa miệng. Rồi món cuối trước khi ăn tráng miệng là cơm chiên với gà quay hay nướng lá é. Gà có vị cay kích thích vị giác.,0,0,0,4,0,0
1564,"Dịch vụ trung chuyển quá tệ, bắt khách đi bộ mấy km giữa buổi trưa",0,0,0,0,1,0
1565,"Nhà hàng vs các món ăn ngon khắp mọi vùng miền và đặc biệt là đồ việt. Hương vị đậm đà, món ăn lên cũng nhanh.
Quán có view đẹp.",0,0,5,5,0,0
1566,"Quán này nhỏ nhưng mà ko bí. Có món trà sữa country gì đó uống mùi khá giống trà Phúc Long trong SG, cô chủ nhiệt tình dễ gần/ Giá cả hợp lý .",0,0,4,5,0,0
1567,"Quán có dịch vụ câu cá khá thú vị, nhân viên vui vẻ thân thiện đồ ăn ngon chất lượng, địa chỉ cũng dễ tìm mọi người đến tham quan và câu thử
",0,0,4,4,0,0
1568,Khu dã ngoại trung lương bên phía dưới là phật tổ được xây dựng đồ sộ trên núi...gần với nhà mình...bao đẹp nha quý dị ,4,0,0,0,0,0
1569,"Quán có view bờ hồ khá đẹp, chị chủ nhiệt tình và món nướng rất ok!",0,0,5,5,0,0
1570,"Cơn ác mộng. Chạy ẩu kinh khủng. Ngồi mà run. Xe thì xuống cấp tồi tàn. Nhắn tin khẩn cấp cho hotline không được. Đang năn nỉ tài xế chạy chậm lại. Ngồi ghê sau giồng lắc kinh khủng. Cầu mong  chuyến đi kết thúc
",0,0,0,0,1,0
1571,"Sáng ăn ở đây chất lượng. Quán bán lâu lắm rồi giờ mới thấy có lên foody, mà thấy còn có ship tận nơi bún phở nữa. Quán mình hay ăn, nước bún phở rất ngon.",0,0,0,5,0,0
1572,"Phong cảnh thơ mộng, biển đẹp, rất mát, nếu tắm vào buổi sáng rất tuyệt. Nay có lều gỗ ngủ rất sướng, chứ ngày trước lều bạt ngủ như cực hình. Cơ sở vật chất cải thiện rất tốt, đồ ăn vừa phải",5,0,0,4,0,0
1573,"Dịch vụ tốt, phục vụ, tư vấn nhiệt tình. Khu vui chơi tương đối đa dạng.",4,0,0,0,0,0
1574,"Hồi nhỏ hay được bà mua cho ăn ở đây, lần này quay lại sau nhiều năm thì mình thất vọng nặng nề. Bánh canh lỏng bỏng toàn nước, chỉ có vài sợi bánh, đồ ăn chỉ có thịt cua vụn và vài lát chả cá, nước bánh canh lỏng không đặc sánh. Vị nước lèo quá ngọt như chỉ có đường và bột ngọt. Giá cả 25k 1 tô. Cảm thấy còn thua bánh canh vỉa hè.",0,0,0,1,0,0
1575,Quán này có ý tưởng kinh doanh khác lạ. Vào không gian như quay về năm 1989. Cơ máy lạnh thang máy là ok. Đến Quy Nhơn không ăn quán này là thiếu sót. Món ăn vừa vị. Cần bổ sung các món ăn mang âm hưởng miền quê hoài niệm. Mặt tiền quá cần in thêm các hình ảnh của bên trong quán ăn để biết phong chách quán và bố trí nhiều đèn hơn để khách đi ngang thấy. Có ý tưởng là mình ok. Cố gắng phát triển.,0,0,4,4,0,0
1576,"Sân bay khá nhỏ, chỉ có 1 người soát vé chỗ cổng an ninh nên phải xếp hàng dài chờ khá lâu
",0,0,0,0,2,0
1577,"Hôm nay, tôi gọi phòng vip họp mặt bạn!!! Khi nói chuyện với nhân viên đặt phòng. Mới hỏi một câu thi lại đáp một câu, ko biết tôn trọng khách hàng!!! Tôi khuyến cáo mọi người ko nên tới nhà hàng nay! Cho dù thức ăn ngòn mài cách phục vụ thế này ko chấp nhận được😠😠😠",0,0,1,0,0,0
1578,"Món salad bò nướng đúng ngon luôn, mà có lẽ nên gọi bò salad đúng hơn í vì bò nhiều ơi là nhiều, gia vị có giấm táo chua ngọt dễ ăn cực kỳ. Có dịp sẽ tới ủn hộ dài dài !",0,0,0,5,0,0
1579,"Quán này là có mấy bạn nữ còn trẻ bán, kế bên có 1 cô mời nước,ko uống bị nói lớn tiếng. Ốc ăn như ốc tạp, thúi có, hư có, nghe mùi gián ,tươi có nằm chung 1 đĩa. Giá ko rẻ ,ko ngon Thềm quán cao, nên khj dân phòng tới, là khách nhảy lên thềm. Món ăn đag dạng, nhưng bán ko có tâm, Nói về đặc sắc thì ko có, thua xa mấy quán còn lại.",0,0,1,1,0,0
1580,"Điểm cộng là đa dạng mẫu mã sản phẩm, có đầy đủ không gian cafe chơi đùa mua sắm các thứ ăn uống
Điểm trừ là tết rất đông đợi xếp hàng thanh toán rất lâu",0,0,0,0,0,4
